Unnamed: 0,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
5956322,2012-05-04 13:46:00.00000018,8.9,2012-05-04 13:46:00 UTC,-73.983397,40.741157,-73.982285,40.748797,1
15996313,2012-01-01 14:17:03.0000001,4.9,2012-01-01 14:17:03 UTC,-73.968959,40.76103,-73.978891,40.756032,1
45918793,2013-02-06 08:36:00.000000187,16.5,2013-02-06 08:36:00 UTC,-74.009108,40.72612,-73.982962,40.763012,1
29491009,2012-10-12 21:33:28.0000007,5.0,2012-10-12 21:33:28 UTC,-73.963939,40.770534000000005,-73.957041,40.783332,1
29715576,2011-07-23 10:18:00.000000154,4.1,2011-07-23 10:18:00 UTC,-73.99278000000001,40.736943,-73.991788,40.744003,1
49566788,2014-11-02 20:06:44.0000002,13.0,2014-11-02 20:06:44 UTC,-73.979264,40.763691,-74.002935,40.7272,1
3133502,2014-01-30 20:29:00.000000158,10.0,2014-01-30 20:29:00 UTC,-73.984248,40.758847,-73.987447,40.744502,2
21114961,2014-11-07 00:26:06.0000003,7.0,2014-11-07 00:26:06 UTC,-73.99674300000001,40.747677,-73.978543,40.752318,1
30439418,2009-10-11 01:52:00.000000106,4.1,2009-10-11 01:52:00 UTC,-73.989275,40.75761,-73.98278,40.767207,5
53847054,2011-07-24 00:07:20.0000003,10.1,2011-07-24 00:07:20 UTC,-74.00640600000001,40.733424,-73.988085,40.722626,4
25195537,2011-09-26 11:12:37.0000001,8.1,2011-09-26 11:12:37 UTC,-73.990149,40.737631,-73.974315,40.75176,1
1267457,2009-02-20 09:05:00.00000045,8.1,2009-02-20 09:05:00 UTC,-73.973337,40.743535,-73.983863,40.749373,1
1586074,2011-10-15 18:39:00.000000245,3.7,2011-10-15 18:39:00 UTC,-74.00500699999999,40.737345,-73.99740200000001,40.737702,2
14264364,2011-11-22 14:05:07.0000001,12.1,2011-11-22 14:05:07 UTC,-73.980699,40.733915,-74.012222,40.7016,1
6962047,2011-02-19 20:46:42.0000005,9.7,2011-02-19 20:46:42 UTC,-73.973161,40.751917,-73.978605,40.78339,1
18860028,2009-02-27 17:06:12.0000004,14.3,2009-02-27 17:06:12 UTC,-73.99923000000001,40.720162,-73.982509,40.762170000000005,3
327586,2013-01-29 07:49:00.000000125,12.0,2013-01-29 07:49:00 UTC,-73.95192,40.773512,-73.980587,40.759537,1
26549303,2015-05-11 09:20:05.0000001,39.04,2015-05-11 09:20:05 UTC,-73.87442779541014,40.77397537231445,-73.97557067871094,40.75515747070313,2
8131286,2012-11-21 08:36:25.0000006,9.5,2012-11-21 08:36:25 UTC,-73.985704,40.767473,-73.965942,40.754026,1
16647724,2014-08-10 02:37:00.00000031,7.0,2014-08-10 02:37:00 UTC,-74.000775,40.72875,-73.98949,40.739778,1
51557945,2009-11-17 15:55:23.0000004,7.3,2009-11-17 15:55:23 UTC,-73.989816,40.751683,-73.978302,40.752751,1
26699594,2014-09-03 20:19:00.000000228,14.0,2014-09-03 20:19:00 UTC,-73.970766,40.75535,-73.96276,40.79407,1
50787591,2014-03-29 03:08:00.00000093,26.0,2014-03-29 03:08:00 UTC,-73.982027,40.778887,-73.897037,40.859655,5
53410266,2010-05-10 20:20:00.00000060,5.3,2010-05-10 20:20:00 UTC,-73.988178,40.732108,-73.994403,40.72223,1
36328409,2010-07-11 15:39:07.0000002,6.9,2010-07-11 15:39:07 UTC,-73.965215,40.775226,-73.985251,40.760658,1
46051478,2009-12-05 12:59:33.0000005,8.1,2009-12-05 12:59:33 UTC,-73.98400699999999,40.72546,-73.992174,40.736726,1
36938392,2010-03-28 19:45:00.000000190,7.3,2010-03-28 19:45:00 UTC,-73.978532,40.724555,-74.00376700000001,40.722485,5
11264102,2010-03-12 21:18:00.0000009,11.3,2010-03-12 21:18:00 UTC,-73.99337,40.752333,-73.957448,40.782632,1
12208702,2015-03-22 18:18:11.0000001,8.0,2015-03-22 18:18:11 UTC,-73.9697036743164,40.75730895996094,-73.95121002197266,40.78248977661133,5
29957402,2009-07-28 12:21:40.0000002,12.5,2009-07-28 12:21:40 UTC,-73.994141,40.740828,-73.961084,40.764099,1
17927441,2009-02-22 01:12:00.00000059,4.5,2009-02-22 01:12:00 UTC,-73.98812,40.734575,-73.98305699999999,40.738890000000005,1
39348316,2014-08-28 23:38:31.0000005,9.0,2014-08-28 23:38:31 UTC,-73.98255999999999,40.767158,-73.963077,40.758515,1
49852020,2012-02-24 07:27:00.0000005,4.9,2012-02-24 07:27:00 UTC,-74.00024,40.732617,-73.989412,40.747562,1
29200501,2011-12-23 00:54:00.00000081,4.1,2011-12-23 00:54:00 UTC,-73.99087,40.734412,-73.985562,40.735402,1
20715254,2009-12-04 02:28:00.00000014,3.3,2009-12-04 02:28:00 UTC,-73.979675,40.696077,-73.976063,40.693645,1
4575452,2014-02-14 20:23:11.0000002,34.83,2014-02-14 20:23:11 UTC,-73.86551800000001,40.77113,-73.978607,40.783342,3
6859108,2014-10-02 18:15:12.0000003,10.5,2014-10-02 18:15:12 UTC,-73.96304,40.774069,-73.984625,40.771728,3
196199,2012-09-07 08:37:00.00000098,7.5,2012-09-07 08:37:00 UTC,-73.945635,40.780225,-73.954515,40.765798,1
2605278,2013-01-20 00:21:00.00000039,4.5,2013-01-20 00:21:00 UTC,-73.96857,40.791575,-73.977425,40.791192,1
54799275,2011-10-05 13:15:09.0000001,7.3,2011-10-05 13:15:09 UTC,-73.967331,40.772549,-73.97724699999999,40.75743,2
23844373,2009-02-18 16:23:00.000000102,9.7,2009-02-18 16:23:00 UTC,-74.006842,40.742362,-73.984763,40.753788,3
41587708,2011-03-04 18:56:00.000000282,5.7,2011-03-04 18:56:00 UTC,-73.970325,40.758633,-73.981207,40.747575,3
26713630,2011-12-06 09:03:17.0000003,11.7,2011-12-06 09:03:17 UTC,-73.96846500000001,40.765758,-73.990916,40.733898,1
29575269,2010-03-16 15:27:10.0000003,-50.5,2010-03-16 15:27:10 UTC,-73.784868,40.648677,-73.976975,40.763522,3
25075109,2010-02-12 19:55:33.0000002,10.1,2010-02-12 19:55:33 UTC,-73.989822,40.734234,-73.971869,40.762398,1
29798869,2012-05-01 20:27:00.000000124,6.5,2012-05-01 20:27:00 UTC,-73.969287,40.761222,-73.97975799999999,40.772515000000006,3
43380470,2015-02-07 02:11:47.0000006,6.5,2015-02-07 02:11:47 UTC,-73.99276733398438,40.75838851928711,-74.00526428222656,40.74030303955078,1
2891028,2013-07-03 22:05:28.0000001,12.0,2013-07-03 22:05:28 UTC,-73.95898000000001,40.809725,-73.982062,40.768867,1
6870692,2011-08-16 18:00:09.0000003,16.9,2011-08-16 18:00:09 UTC,-73.963115,40.769203000000005,-73.999576,40.73872,1
40710332,2011-02-24 08:37:00.000000111,11.3,2011-02-24 08:37:00 UTC,-73.988388,40.748602000000005,-73.95445699999999,40.778202,1
54697168,2012-03-30 19:07:53.0000005,3.7,2012-03-30 19:07:53 UTC,0.0,0.0,0.0,0.0,2
13129672,2014-10-29 07:49:37.0000007,9.5,2014-10-29 07:49:37 UTC,-73.981391,40.768806,-73.955629,40.765976,1
49602156,2014-04-05 13:08:00.00000044,9.5,2014-04-05 13:08:00 UTC,-73.983695,40.7297,-73.976628,40.752257,1
29948987,2011-07-26 14:27:31.0000004,14.5,2011-07-26 14:27:31 UTC,-73.9821,40.7787,-73.9387,40.8109,0
5807513,2012-01-22 21:20:07.0000001,6.1,2012-01-22 21:20:07 UTC,-73.980276,40.780474,-73.95694300000001,40.783088,1
36928309,2012-02-01 01:22:00.0000006,9.7,2012-02-01 01:22:00 UTC,-73.987905,40.721138,-74.00745,40.705498,5
41087550,2012-07-22 01:23:00.00000052,5.7,2012-07-22 01:23:00 UTC,-73.984255,40.748255,-73.984255,40.748255,6
13698433,2009-10-24 15:01:00.000000168,9.7,2009-10-24 15:01:00 UTC,-73.973803,40.789398,-73.984913,40.760593,1
2367125,2013-12-23 08:36:00.00000070,8.5,2013-12-23 08:36:00 UTC,-73.951402,40.769965,-73.971295,40.757892,5
46858611,2012-04-21 22:10:00.00000042,4.9,2012-04-21 22:10:00 UTC,-73.98127,40.768815,-73.97274200000001,40.780502,1
7186272,2011-04-21 10:30:00.00000056,27.7,2011-04-21 10:30:00 UTC,-73.872875,40.774028,-73.983227,40.765707,5
50199634,2010-06-15 02:56:33.0000001,5.7,2010-06-15 02:56:33 UTC,-73.981217,40.725167,-73.995346,40.728226,1
31262654,2010-01-06 19:43:27.0000003,4.5,2010-01-06 19:43:27 UTC,-73.948672,40.789007,-73.94089100000001,40.789939,1
6674305,2010-07-06 22:37:00.00000044,10.1,2010-07-06 22:37:00 UTC,-73.984238,40.757108,-74.005485,40.725995000000005,1
48056562,2014-02-22 22:34:00.00000081,11.0,2014-02-22 22:34:00 UTC,-74.00514799999999,40.719137,-73.980457,40.72867,1
17949694,2012-11-16 19:56:00.000000235,15.5,2012-11-16 19:56:00 UTC,-73.973787,40.751675,-73.97215,40.79232,1
19610747,2012-05-27 03:35:04.0000004,4.5,2012-05-27 03:35:04 UTC,-73.98853299999999,40.760671,-73.98475,40.754172,1
36263257,2013-02-09 20:51:00.00000029,17.0,2013-02-09 20:51:00 UTC,-73.999507,40.7348,-73.995265,40.720725,1
44632849,2010-06-29 21:03:00.000000111,11.7,2010-06-29 21:03:00 UTC,-73.962733,40.766543,-73.997815,40.735357,2
20674849,2010-05-02 07:27:18.0000001,8.5,2010-05-02 07:27:18 UTC,-73.990142,40.719382,-73.977012,40.751754,1
25848169,2009-08-24 12:38:00.0000005,3.7,2009-08-24 12:38:00 UTC,-73.971497,40.746688,-73.96508,40.755535,2
52588368,2011-11-06 19:28:00.00000036,25.7,2011-11-06 19:28:00 UTC,-73.87100500000001,40.773772,-73.985997,40.7526,1
28503692,2012-05-07 11:13:00.000000123,2.5,2012-05-07 11:13:00 UTC,0.0,0.0,0.0,0.0,4
17558465,2012-07-06 17:45:00.000000192,4.9,2012-07-06 17:45:00 UTC,-73.999477,40.743937,-73.992997,40.752592,1
7819332,2014-04-26 15:14:16.0000005,5.5,2014-04-26 15:14:16 UTC,-73.982716,40.742439000000005,-73.982716,40.742439000000005,1
47974540,2011-06-15 10:15:16.0000002,6.9,2011-06-15 10:15:16 UTC,-73.945904,40.773247,-73.964741,40.76024,1
16793961,2011-05-24 16:12:00.000000137,9.3,2011-05-24 16:12:00 UTC,-73.966827,40.793532,-73.944645,40.79999,2
20142740,2011-02-04 23:03:54.0000001,10.1,2011-02-04 23:03:54 UTC,-73.96746999999999,40.756418,-73.99253,40.756558,2
23874197,2009-03-19 11:01:00.000000179,6.1,2009-03-19 11:01:00 UTC,-73.971373,40.754655,-73.958788,40.772592,2
47503784,2010-12-09 09:13:00.00000080,7.3,2010-12-09 09:13:00 UTC,-74.012153,40.701342,-73.98695699999999,40.712978,1
200839,2009-02-08 04:34:00.00000045,10.9,2009-02-08 04:34:00 UTC,-73.979925,40.74361,-73.956082,40.745993,1
19690600,2010-06-10 10:57:00.0000002,4.9,2010-06-10 10:57:00 UTC,-73.99146,40.701932,-73.99146,40.701932,1
38098148,2014-11-21 21:28:00.000000192,12.0,2014-11-21 21:28:00 UTC,-73.989308,40.747947,-73.95458199999999,40.777875,3
37995279,2009-10-19 08:12:00.000000206,14.1,2009-10-19 08:12:00 UTC,-73.97991999999999,40.735182,-73.98557,40.762427,2
4554600,2012-06-14 13:50:00.000000172,4.5,2012-06-14 13:50:00 UTC,-73.962637,40.778432,-73.973497,40.782875,6
13041195,2010-10-24 13:35:05.0000002,6.9,2010-10-24 13:35:05 UTC,-73.97317199999999,40.761143,-73.98388800000001,40.769779,2
19462418,2014-04-21 21:05:00.0000005,50.33,2014-04-21 21:05:00 UTC,-73.78813000000001,40.64144,-73.92354,40.80767,1
495337,2012-03-09 02:53:50.0000002,16.1,2012-03-09 02:53:50 UTC,-73.98955,40.734268,-73.95929,40.670678,1
3585292,2011-08-16 08:26:23.0000007,9.3,2011-08-16 08:26:23 UTC,-73.97258000000001,40.764803,-73.99870200000001,40.75355,1
26706301,2013-01-20 20:45:00.00000062,7.0,2013-01-20 20:45:00 UTC,-73.977777,40.684615,-73.978945,40.696247,6
17840369,2014-03-16 16:59:00.000000112,4.0,2014-03-16 16:59:00 UTC,-73.95251,40.778202,-73.94941800000001,40.785115000000005,3
43632909,2012-01-13 21:50:00.000000134,14.1,2012-01-13 21:50:00 UTC,-73.96632,40.76777,-74.008163,40.715747,1
48950105,2013-10-16 23:21:00.000000109,5.5,2013-10-16 23:21:00 UTC,-73.98298299999999,40.72265,-73.984087,40.715237,3
9589050,2010-03-21 21:40:58.0000004,14.1,2010-03-21 21:40:58 UTC,-73.99808399999999,40.750844,-73.95019599999999,40.785552,1
50100623,2014-03-19 21:25:26.0000003,7.0,2014-03-19 21:25:26 UTC,-73.99795400000001,40.745129,-74.00658299999999,40.739668,1
12623913,2009-01-03 12:16:00.000000142,4.9,2009-01-03 12:16:00 UTC,-73.97055,40.75674,-73.9685,40.76316,1
29164252,2011-12-30 15:16:00.000000178,4.5,2011-12-30 15:16:00 UTC,-73.999202,40.724755,-73.99091,40.728127,5
34484785,2012-10-16 15:49:16.0000002,6.0,2012-10-16 15:49:16 UTC,-74.00025600000001,40.726546,-73.990544,40.730944,1
27983383,2010-03-07 07:31:55.0000001,5.3,2010-03-07 07:31:55 UTC,-73.977696,40.729954,-73.996271,40.737197,1
25477300,2010-09-19 13:44:00.000000181,6.5,2010-09-19 13:44:00 UTC,-73.982702,40.7823,-74.00213000000001,40.72809,5
46572384,2014-12-19 18:52:00.00000040,20.0,2014-12-19 18:52:00 UTC,-73.954,40.774719,-73.983391,40.760517,1
51148516,2009-08-11 14:57:00.000000107,7.7,2009-08-11 14:57:00 UTC,-73.95545200000001,40.782663,-73.969993,40.761323,1
52193016,2011-03-16 08:57:38.0000005,8.9,2011-03-16 08:57:38 UTC,-73.997455,40.744982,-73.986263,40.751809,1
3689607,2012-12-15 03:26:23.0000002,5.5,2012-12-15 03:26:23 UTC,-73.920139,40.768318,-73.931804,40.76652,1
27437028,2010-12-07 00:09:42.0000001,7.7,2010-12-07 00:09:42 UTC,-73.984877,40.732531,-73.986251,40.714372,1
52255889,2011-03-16 00:08:10.0000001,6.5,2011-03-16 00:08:10 UTC,-73.97806700000001,40.729517,-73.999315,40.727969,2
33997293,2010-06-07 08:31:24.0000003,4.5,2010-06-07 08:31:24 UTC,-73.991609,40.75007,-73.984564,40.743399,2
25452418,2014-12-31 18:49:00.000000186,9.5,2014-12-31 18:49:00 UTC,-73.9765,40.75727,-73.95141,40.77414,1
44056218,2011-04-24 18:44:06.0000004,7.7,2011-04-24 18:44:06 UTC,-74.004427,40.74248,-73.987509,40.769313,1
41192649,2012-03-22 23:29:10.0000001,6.1,2012-03-22 23:29:10 UTC,-73.998672,40.675266,-73.998672,40.675266,1
27249177,2014-12-10 10:26:54.0000001,17.0,2014-12-10 10:26:54 UTC,-73.967448,40.756864,-74.004524,40.723745,1
27810315,2014-11-30 11:31:03.0000002,57.33,2014-11-30 11:31:03 UTC,-73.776715,40.645265,-73.97737,40.782728000000006,3
37743336,2013-12-12 23:04:00.000000115,10.5,2013-12-12 23:04:00 UTC,-74.010347,40.714407,-73.98306,40.726757,1
43171212,2014-02-27 09:16:00.00000040,11.5,2014-02-27 09:16:00 UTC,-73.982155,40.731907,-73.974235,40.751697,2
21264755,2012-06-19 10:05:00.000000174,14.1,2012-06-19 10:05:00 UTC,-74.001937,40.746772,-73.95626800000001,40.763407,1
44651351,2011-12-20 23:44:54.0000003,5.7,2011-12-20 23:44:54 UTC,-73.973387,40.747192,-73.966581,40.7607,1
43965602,2012-03-19 13:25:32.0000004,8.9,2012-03-19 13:25:32 UTC,-73.961493,40.774451,-73.982124,40.774855,1
44139415,2010-09-01 17:09:20.0000001,4.9,2010-09-01 17:09:20 UTC,-73.953252,40.779887,-73.946348,40.7892,3
31632843,2011-12-16 00:33:00.00000083,7.7,2011-12-16 00:33:00 UTC,-74.00216,40.738512,-73.98173299999999,40.764737,1
17275221,2012-07-24 08:50:11.0000002,7.3,2012-07-24 08:50:11 UTC,-73.99479000000001,40.740377,-74.006002,40.720298,1
28214862,2012-08-08 21:44:55.0000001,14.1,2012-08-08 21:44:55 UTC,-73.988879,40.736764,-73.94484399999999,40.80263,1
52259213,2011-07-30 13:39:00.000000133,5.7,2011-07-30 13:39:00 UTC,-73.989785,40.735542,-74.00575,40.741153,6
50551174,2014-06-18 12:49:00.00000048,10.5,2014-06-18 12:49:00 UTC,-73.961042,40.769267,-73.979192,40.777725,1
34789551,2011-02-24 18:55:00.00000081,8.9,2011-02-24 18:55:00 UTC,-73.98325799999999,40.767145,-73.962288,40.763753,1
31254295,2014-05-14 07:30:00.00000085,9.5,2014-05-14 07:30:00 UTC,-73.987563,40.738545,-73.972425,40.759302000000005,1
20846164,2010-04-06 19:57:00.00000023,8.9,2010-04-06 19:57:00 UTC,-73.96462700000001,40.760822,-73.988405,40.725787,1
7399439,2011-02-17 15:03:00.000000193,22.1,2011-02-17 15:03:00 UTC,-73.97115,40.764218,-73.937922,40.855055,1
9691906,2014-06-15 00:48:33.0000002,32.0,2014-06-15 00:48:33 UTC,-73.98921700000001,40.721238,-73.93321800000001,40.851352,1
23625060,2009-06-19 04:52:00.00000027,6.1,2009-06-19 04:52:00 UTC,-73.97245,40.750047,-73.985447,40.728288,5
39214597,2013-07-13 19:41:03.0000004,7.0,2013-07-13 19:41:03 UTC,-73.98099300000001,40.782869,-73.981935,40.7671,2
16256716,2014-10-09 21:34:00.000000210,15.0,2014-10-09 21:34:00 UTC,-73.962477,40.758782,-73.9965,40.733067,1
3086195,2013-05-08 20:31:27.0000002,9.0,2013-05-08 20:31:27 UTC,-73.978814,40.76407,-73.986868,40.748617,1
52304357,2014-08-14 22:28:15.0000001,9.0,2014-08-14 22:28:15 UTC,-73.986201,40.746002,-73.965491,40.762873,1
17739562,2011-04-28 13:50:40.0000004,5.7,2011-04-28 13:50:40 UTC,-73.973495,40.748651,-73.977835,40.737905,2
40228830,2011-04-17 08:03:00.00000064,49.8,2011-04-17 08:03:00 UTC,-73.989267,40.758773,-73.789407,40.642023,1
33651353,2014-10-11 04:31:00.0000006,4.5,2014-10-11 04:31:00 UTC,-73.986705,40.761817,-73.990802,40.756040000000006,1
3838826,2011-05-21 18:44:00.0000006,30.5,2011-05-21 18:44:00 UTC,-73.991605,40.71641,-73.982248,40.778225,4
28885725,2010-04-21 18:48:00.000000169,5.7,2010-04-21 18:48:00 UTC,-73.96172,40.776278000000005,-73.965122,40.76327,5
6200581,2013-09-02 16:54:58.0000002,5.0,2013-09-02 16:54:58 UTC,-73.98719399999999,40.72932,-73.987624,40.738381,1
36897185,2010-05-06 16:32:00.000000104,12.1,2010-05-06 16:32:00 UTC,-73.956492,40.763187,-74.000635,40.741498,1
16085840,2014-10-16 17:57:56.0000002,7.5,2014-10-16 17:57:56 UTC,-73.972003,40.750153000000005,-73.98754699999999,40.728652,1
10358662,2011-05-11 23:17:29.0000003,2.9,2011-05-11 23:17:29 UTC,-73.967589,40.80322,-73.969483,40.800372,1
24426596,2013-07-11 15:52:00.00000013,9.5,2013-07-11 15:52:00 UTC,-73.993402,40.745597,-73.978832,40.750595,5
23409881,2013-04-27 11:31:00.00000072,8.5,2013-04-27 11:31:00 UTC,-73.974755,40.762027,-73.987525,40.749755,2
20918625,2013-01-24 07:37:46.0000001,16.0,2013-01-24 07:37:46 UTC,-74.007502,40.705267,-73.975002,40.75509,1
51942820,2015-06-25 00:21:47.0000003,35.0,2015-06-25 00:21:47 UTC,-74.0095977783203,40.72344207763672,-73.91849517822266,40.76967239379883,1
3823702,2013-08-07 16:23:00.00000088,29.0,2013-08-07 16:23:00 UTC,-73.789722,40.643665000000006,-73.77881,40.726537,1
39311060,2011-07-23 15:48:40.0000003,12.1,2011-07-23 15:48:40 UTC,-73.95141,40.77852,-73.984414,40.733145,2
1700331,2012-12-14 14:39:52.0000001,15.0,2012-12-14 14:39:52 UTC,-73.973541,40.754336,-73.975461,40.787995,1
47026998,2014-05-07 00:03:00.00000033,5.0,2014-05-07 00:03:00 UTC,-73.961382,40.771597,-73.96889,40.764155,1
2256467,2014-12-29 15:06:56.0000002,18.0,2014-12-29 15:06:56 UTC,-73.943062,40.799412,-73.943062,40.799412,2
35369401,2013-08-06 07:50:00.000000162,8.0,2013-08-06 07:50:00 UTC,-73.991405,40.744715,-73.975032,40.758185,1
19893575,2009-02-03 12:19:00.000000107,24.5,2009-02-03 12:19:00 UTC,-73.984313,40.728863,-73.992513,40.737755,1
53989869,2012-04-02 14:59:00.00000075,7.3,2012-04-02 14:59:00 UTC,-73.986365,40.752932,-73.969497,40.757307,1
4394905,2014-10-19 14:53:12.0000003,49.83,2014-10-19 14:53:12 UTC,-73.976573,40.780524,-73.86203,40.768589,2
39187881,2012-08-13 09:19:25.0000002,14.5,2012-08-13 09:19:25 UTC,-73.957313,40.78264,-74.00776,40.751645,1
31373842,2013-06-20 17:12:49.0000003,6.0,2013-06-20 17:12:49 UTC,-73.974554,40.75977,-73.964649,40.772985,1
49746410,2009-11-23 22:33:00.000000180,7.3,2009-11-23 22:33:00 UTC,-74.000302,40.742857,-73.990308,40.760882,2
14704637,2012-03-09 18:32:21.0000003,11.3,2012-03-09 18:32:21 UTC,-74.005438,40.736975,-73.995827,40.763958,1
12110947,2014-03-08 03:09:00.00000090,10.5,2014-03-08 03:09:00 UTC,-73.983405,40.766057,-73.971525,40.797762,2
38085738,2010-12-21 21:10:36.0000004,6.1,2010-12-21 21:10:36 UTC,-74.00190500000001,40.751384,-73.989798,40.772288,1
36098973,2014-12-24 17:17:00.00000099,22.0,2014-12-24 17:17:00 UTC,-74.014115,40.712082,-73.973148,40.755993,1
22550792,2011-12-07 10:57:07.0000001,12.9,2011-12-07 10:57:07 UTC,-73.984146,40.732133000000005,-73.9635,40.773632,2
31585645,2009-04-15 10:33:27.0000002,7.7,2009-04-15 10:33:27 UTC,-73.968737,40.767163,-73.980349,40.748037,1
39781803,2009-09-29 21:51:03.0000001,5.7,2009-09-29 21:51:03 UTC,-73.98676400000001,40.76658,-74.000943,40.747066,1
20538091,2013-02-12 03:01:33.0000001,43.6,2013-02-12 03:01:33 UTC,-73.990421,40.719473,-74.077364,40.605534000000006,1
16890874,2011-06-12 20:24:00.00000048,6.1,2011-06-12 20:24:00 UTC,-73.97331700000001,40.6859,-73.98869499999999,40.693605,1
42535022,2013-04-12 13:27:01.0000003,5.0,2013-04-12 13:27:01 UTC,-73.961961,40.776531,-73.950478,40.772373,1
42867949,2013-02-01 10:34:32.0000001,17.0,2013-02-01 10:34:32 UTC,-73.971086,40.783008,-73.986245,40.748325,1
17496756,2010-03-10 08:48:00.00000057,26.9,2010-03-10 08:48:00 UTC,-73.96772,40.766888,-73.999525,40.692453,1
41958797,2013-07-30 13:41:00.00000061,23.5,2013-07-30 13:41:00 UTC,-73.994792,40.718412,-73.974673,40.788142,5
37732497,2011-09-25 11:43:00.000000140,8.9,2011-09-25 11:43:00 UTC,-73.91338,40.783318,-73.916005,40.778498,5
7378141,2015-02-05 17:46:38.0000007,22.5,2015-02-05 17:46:38 UTC,-73.9717025756836,40.787052154541016,-73.97869110107422,40.72426986694336,1
2341791,2011-01-13 18:48:42.0000003,17.3,2011-01-13 18:48:42 UTC,-73.957284,40.77007,-74.008629,40.705839000000005,1
53187550,2010-01-31 11:13:00.00000077,7.7,2010-01-31 11:13:00 UTC,-73.97970699999999,40.746252,-73.979045,40.723907,1
24941443,2012-02-02 22:36:37.0000003,8.5,2012-02-02 22:36:37 UTC,-73.971083,40.758483,-73.972349,40.786581,1
1269902,2010-08-17 21:04:39.0000001,6.1,2010-08-17 21:04:39 UTC,-73.989779,40.736723,-73.996881,40.743729,1
40305549,2014-04-21 10:34:00.000000132,4.0,2014-04-21 10:34:00 UTC,-73.981112,40.73336,-73.97551800000001,40.741152,1
37152618,2011-02-12 23:13:50.0000004,4.9,2011-02-12 23:13:50 UTC,-73.971575,40.750891,-73.980362,40.738879,1
37758236,2012-09-15 17:12:00.00000060,23.0,2012-09-15 17:12:00 UTC,-73.934667,40.81065,0.0,0.0,1
53915806,2014-02-09 14:55:40.0000001,9.0,2014-02-09 14:55:40 UTC,-73.984937,40.764073,-73.967373,40.787994,1
47867825,2014-03-01 21:38:00.00000056,7.0,2014-03-01 21:38:00 UTC,-73.971,40.762457,-73.98514200000001,40.768555,1
15314647,2009-02-12 08:43:00.00000068,7.7,2009-02-12 08:43:00 UTC,-73.971387,40.78238,-73.971983,40.765598,5
41962037,2014-01-18 19:00:11.0000004,5.5,2014-01-18 19:00:11 UTC,-73.976771,40.775191,-73.972589,40.764739,1
